address;is_alarm;floor_count_max;floor_count_min;entrance_count;quarters_count;living_quarters_count;unliving_quarters_count;area_total;area_residential;area_non_residential;area_common_property;area_land;basement_area
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 4;Нет;10;10;2;79;78;1;4776;4194,3;102,4;479,3;1961,5;573
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 5;Нет;11;11;2;78;78;1;5690,9;5066,2;123;501,7;4624,4;537
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 6;Нет;9;9;4;143;143;0;8444,5;7645,7;37,5;761,3;5993,9;1181
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 7;Нет;14;14;1;79;75;4;6022,3;4811,5;370,5;840,3;4300,2;1716
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 8;Нет;9;9;2;72;;;4311,3;3877,3;33,6;400,4;2154,5;597
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 9;Нет;10;10;2;80;80;0;4755,8;4282;0;473,8;2188,8;585
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 10;Нет;9;9;3;109;108;1;6602,6;5928,1;31;643,5;4959,3;899
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 10/1;Нет;9;9;4;140;134;6;9815,5;7773,8;745,3;1296,4;8180;1525
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 11;Нет;10;10;2;80;80;0;5955,9;4289,8;26,4;488,7;3914,5;575
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 12;Нет;9;9;6;214;212;2;12166;12165,9;300,7;1318,3;11946,5;1857
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 13;Нет;10;10;2;76;75;0;4829,7;4206,7;0;623;6284,2;539
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 14;Нет;15;15;1;102;98;4;6186,6;5791,7;394;2104;6196;421
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 15;Нет;10;10;2;80;80;0;5294,6;4815,7;0;478,9;2321,8;657
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 16;Нет;15;1;1;101;97;4;6183,3;5766,4;416,9;0;600;407
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 17;Нет;10;10;2;80;80;0;5296,8;4697,1;0;599,7;2468,7;696
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 18;Нет;14;14;1;68;68;3;6920;5491,1;247,4;1181,5;2592,3;603,7
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 19;Нет;9;9;2;68;68;0;4248,9;3775,8;0;473,1;3042,5;575
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 20;Нет;10;10;2;80;80;0;4905,66;4383,9;0;521,76;1688,8;586
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 21;Нет;9;9;3;109;108;1;6670,68;5720,3;107,8;842,58;6697,6;868
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 22;Нет;10;10;2;72;70;2;4710,6;3861,5;348;501,1;3290,4;534
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 23;Нет;14;14;1;92;89;3;7016;5403,2;624,8;988;4644;1849
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 24;Нет;10;10;2;80;80;0;5201,3;4702,3;0;499;4205,6;635
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 25;Нет;14;14;1;94;89;5;6855,12;5255,7;529,1;1070,32;5108,1;1835
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 26;Нет;10;10;2;80;80;0;5365,04;4699,94;95,7;569,4;3826,3;642
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 27;Нет;14;14;1;92;89;3;6993,1;5327;629,9;1036,2;4394,1;1801
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 28;Нет;10;10;2;59;59;0;4867,2;4383,7;0;483,5;3948,5;580
обл. Оренбургская, г. Оренбург, мкр. 70 лет ВЛКСМ, д. 31;Нет;5;5;5;105;83;22;10706;8733,66;1972,4;1079;7436;1745
обл. Оренбургская, г. Оренбург, ул. 75 Линия, д. 2 Б;Нет;2;1;1;8;8;0;660,9;428,7;0;53,5;323;229,5
обл. Оренбургская, г. Оренбург, ул. 75 Линия, д. 2 В;Нет;5;1;1;20;20;0;1133,7;1072,9;0;105,5;0;229,5
обл. Оренбургская, г. Оренбург, ул. 75 Линия, д. 2 д;Нет;5;1;3;89;89;1;5998,7;4616,16;107,5;566,5;;1045,1
обл. Оренбургская, г. Оренбург, ул. 75 Линия, д. 6;Нет;5;5;1;122;120;2;4636,1;3857,2;778,9;1451,7;5386;607,7
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 1 а;Нет;5;5;2;40;40;0;2027;1552,3;0;474,7;1284,8;346,5
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 1В;Нет;3;3;3;18;18;0;3059,3;1694,5;0;1364,8;4059;531,7
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 12, стр. литер А;Нет;1;;;2;;;108,9;74,3;0;;406;0
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 18, стр. литер А;Нет;2;1;1;7;7;0;345,4;336,2;0;21;622;0
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 25, стр. литер АА1А2;Нет;1;;;8;;;355,1;248;56,4;;226;
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 26;Нет;4;4;3;26;24;2;2116,5;1413,1;334,1;369,3;2980;382,2
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 30;Нет;4;4;3;36;33;3;3293,75;2357,3;171,7;764,75;3658;561,6
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 33, стр. литер А;Нет;2;1;1;12;12;0;483;404,5;0;17,4;754;17,4
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 35;Нет;4;4;1;21;12;9;1886,7;1214,7;672;0;426;6,2
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 41, стр. литер Б;Нет;1;1;4;4;3;1;192,3;103,5;16,6;35;699;53,9
обл. Оренбургская, г. Оренбург, ул. 8 Марта, д. 43, стр. литер АБЕ;Нет;2;1;1;8;8;0;306,3;273,2;0;33,1;1013;0
обл. Оренбургская, г. Оренбург, ул. 9 Околоток, д. 3;Нет;1;1;1;5;5;0;149,6;149,6;0;0;2144;0
обл. Оренбургская, г. Оренбург, ул. 9 Околоток, д. 30;Нет;1;1;1;3;3;0;72,8;72,8;0;0;1746,7;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 5, стр. литер АА1;Нет;2;1;3;7;7;0;283,9;283,9;0;0;849;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 5, стр. литер ББ1ВВ1;Нет;1;1;1;5;4;1;248,5;179,9;67,7;96,8;849;96,8
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 8, стр. литер А;Нет;1;1;1;9;9;0;345,9;343,1;0;0;1785;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 11, стр. литер А;Нет;1;1;1;4;4;0;188,6;188,6;0;0;494;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 12, стр. литер Б;Нет;1;1;1;3;3;0;180,8;180,8;0;0;2417;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 14, стр. литер А1А2А3;Нет;1;1;1;4;4;0;190,3;190,3;0;0;730;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 16, стр. литер А;Нет;2;1;1;7;7;0;200,8;200,8;0;0;1423;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 16, стр. литер ББ1Б2;Нет;1;1;1;4;4;0;173,1;173,1;0;0;848;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 22, стр. литер АА1;Нет;2;1;1;6;5;1;244,6;201,4;40,7;0;462;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 24, стр. литер Б;Нет;2;1;1;4;4;0;106,1;90,3;0;0;106,1;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 25, стр. литер А2А3;Нет;1;1;1;7;7;0;371,8;188,7;0;0;1546;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 25, стр. литер А4А5;Нет;1;1;1;2;2;0;194,1;194,1;0;0;1546;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 25, стр. литер А6А7;Нет;2;1;1;5;5;0;218,3;218,3;0;0;1546;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 25, стр. литер АА1;Нет;2;1;1;8;8;0;316;312,2;0;3,8;1546;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 27, стр. литер АА1А2Е;Нет;2;1;4;18;18;0;916,8;829,2;0;87,6;2417;87,6
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 28, стр. литер А2;Нет;2;1;1;7;7;0;432,5;395,3;0;37,2;2343;37,2
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 35, стр. литер ЗЗ1;Нет;2;1;1;27;27;0;1582,1;1094,4;0;487,7;1432;487,7
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 37, стр. литер ЖЖ1;Нет;2;2;2;16;11;5;470,07;368,17;78;0;235,03;305,5
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 42, стр. лите АА1Б;Нет;2;1;1;10;9;1;312,8;303,7;50,9;9,1;1294;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 44/11 литер АА1А2А3В;Да;;;;0;;;709;532;;;;
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 44, стр. литер АА1А2А3В;Нет;2;1;1;15;15;0;723,6;547,1;0;29,8;1188;29,8
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 44, стр. литер ББ1;Нет;1;1;1;4;2;2;183,3;77,2;105,5;0;1188;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 46, стр. литер АА2;Нет;2;1;1;4;4;0;805,2;199,1;348,2;258,1;1306;258,1
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 50, стр. литер А;Нет;1;1;1;4;3;1;191;122,7;29,5;38,8;1391;38,8
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 50, стр. литер БВ;Нет;2;1;2;8;7;1;464,2;353,4;70,6;0;1391;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 51;Нет;5;5;4;71;64;7;4065,8;2549,8;1253,5;262,5;1970;667,8
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 54, стр. литер А2А3А4;Нет;2;1;1;5;5;0;198,9;174,5;0;118;740;24,4
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 54, стр. литер АА1;Нет;2;1;1;4;4;0;330,7;214,5;0;116,2;740;88,3
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 55, стр. литер АБ;Нет;2;1;1;9;9;0;628,7;532;0;96,7;626;96,7
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 57, стр. литер Б;Нет;2;1;2;5;5;0;482,3;267,2;0;161,1;820;161,1
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 57, стр. литер В;Нет;1;1;1;2;2;0;91,5;91,5;0;0;820;0
обл. Оренбургская, г. Оренбург, ул. 9 Января, д. 61, стр. литер Д;Нет;2;1;2;4;4;0;208,4;208,4;0;0;962;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 99;Нет;1;1;1;2;2;0;181,1;181,1;0;0;485;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 103;Нет;1;1;1;2;2;0;41,7;41,7;0;0;586;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 230;Нет;3;1;3;36;36;0;1512,6;1404,6;0;108,8;1410;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 232;Нет;3;3;3;24;24;0;2586,3;1850,2;0;736,1;1824;476
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 234;Нет;3;1;3;24;24;0;2432,2;1744;0;688,2;1868;476,3
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 238;Нет;2;2;2;12;12;0;903,5;835,5;0;68;9861;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 240;Нет;2;2;2;16;16;0;764,6;699,7;0;74;1836;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 242;Нет;2;2;2;16;16;0;744,1;670,1;0;74;1836;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 257;Нет;2;2;1;8;8;0;268,44;252,1;0;21,8;355;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 259;Нет;2;2;2;16;16;0;559,2;516;0;43,2;1569;0
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 261;Нет;2;2;2;16;16;0;552,3;519,3;0;43,8;671;452,5
обл. Оренбургская, г. Оренбург, ул. Абдрашитова, д. 263;Нет;2;2;2;16;16;0;549,4;517,6;0;43,2;1905;452,5
обл. Оренбургская, г. Оренбург, пер. Авдеевский, д. 1;Нет;2;1;1;8;8;0;397,5;360,3;0;37,2;1092,6;0
обл. Оренбургская, г. Оренбург, пер. Авдеевский, д. 2;Нет;2;1;1;8;8;0;419,4;380,4;0;39;1092,6;0
обл. Оренбургская, г. Оренбург, ул. Авиагородок 2, д. 1;Нет;2;2;2;13;13;0;926,9;789,8;83,9;53,2;3169;0
обл. Оренбургская, г. Оренбург, ул. Авиагородок 2, д. 2;Нет;2;2;2;14;14;0;912;857,6;0;54,8;3179;0
обл. Оренбургская, г. Оренбург, ул. Авиагородок 2, д. 3;Нет;2;2;0;4;4;0;119,9;119,9;0;0;574;0
обл. Оренбургская, г. Оренбург, ул. Авиагородок 2, д. 7;Нет;2;;;2;;;121,5;91,4;30,1;;1429;
обл. Оренбургская, г. Оренбург, ул. Авиагородок 2, д. 13;Нет;;;;3;;;134,4;134,4;;;;
обл. Оренбургская, г. Оренбург, ул. Авиагородок 2, д. 23;Нет;1;;;3;;;52,8;37;;;1066;
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 8;Нет;5;5;4;80;80;0;7428,8;4503,8;0;2925;1683;1202
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 8, к. 1;Нет;5;1;4;80;80;0;8263,8;5194,5;0;3069,3;3031;1143,6
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 10;Нет;5;5;4;80;80;0;7443,47;4553,64;0;2889,83;1674,5;1169,5
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 12;Нет;5;5;4;80;80;0;7283;4584,6;0;2698,4;1601,78;1138,2
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 14, к. 1;Нет;5;5;2;40;40;0;3490,7;2108,5;0;1382,2;604,1;569,3
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 14, к. 2;Нет;5;1;2;40;40;0;3143,3;1926,5;0;1216,8;1221;422,8
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 16;Нет;5;5;4;80;80;0;6406,6;4529,6;0;1877;1671,27;1192
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 18;Нет;5;5;4;80;80;0;6965,9;4421,6;0;2544,3;1682,56;1162,1
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 18, к. 1;Нет;5;1;3;60;60;0;6163,2;3834;0;2329,2;2254;1046,8
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 20;Нет;5;5;4;80;80;0;7557,9;4520,9;0;3037;1627,78;1187,1
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 20, к. 1;Нет;5;1;2;40;40;0;4815,6;3002,7;0;1812,9;2492;811
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 20, к. 2;Нет;5;1;2;40;40;0;4802,2;2997,5;0;1804,7;2088;811
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 20, к. 3;Нет;5;5;2;40;40;0;4185,8;2600,7;0;1585,1;3177;681,7
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 20/4, лит. А;Нет;5;5;4;80;80;0;5508,3;2946;0;566,2;4663,2;1351,7
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 22;Нет;5;1;4;80;80;0;7207,2;4410,9;0;2796,3;2702;1223
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 22, к. 1;Нет;10;1;1;63;63;0;3284,9;2102,2;0;1182,7;3798,8;0
обл. Оренбургская, г. Оренбург, ул. Авиационная, д. 24;Нет;5;5;2;40;40;0;3987,6;2548,4;0;1439,2;1596;723,5
обл. Оренбургская, г. Оренбург, проезд. Автоматики, д. 12, к. 1;Нет;9;9;2;107;107;0;4038,7;4038,7;0;480,3;1443;600
обл. Оренбургская, г. Оренбург, ул. Автомобилистов, д. 2/1;Нет;16;10;3;177;171;6;13439,1;12311,8;1127,3;0;16525;1304,3
обл. Оренбургская, г. Оренбург, ул. Автомобилистов, д. 2/2;Нет;16;10;3;195;189;6;13332,6;12209,4;1123,2;0;16525;1304,3
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 5;Нет;2;2;2;12;12;0;690;624,3;0;65,7;5042;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 7;Нет;2;1;2;12;11;1;711,3;585,7;58,6;67;5042;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 9;Нет;4;1;2;32;32;0;1664,7;1245,9;0;418,8;2184;322,5
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 11;Нет;4;1;2;31;30;1;1364,7;1195,8;73,2;95,7;929;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 13;Нет;4;1;4;61;60;1;3367,2;2328,3;266,1;772,8;3682,4;528,2
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 14;Нет;2;1;2;34;34;0;1391,7;1157,6;0;197,6;4703;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 14а;Нет;1;1;1;2;2;0;88,9;88,9;0;0;15225;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 15;Нет;3;1;2;24;24;0;1189,7;744,7;0;323,6;1135;253,6
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 16;Нет;2;1;1;36;36;0;1451,7;1033;0;184;15225;166
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 16а;Нет;1;0;0;3;3;0;128,3;128,3;0;0;730;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 16б;Нет;2;1;1;22;22;0;853,3;612;0;0;15225;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 18/1;Нет;16;16;1;63;58;5;6344,5;5076,1;1268,4;756,2;1901;127,5
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 18б;Нет;1;1;1;13;13;0;327,4;273,4;0;0;15225;0
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 20, к. Б;Нет;9;1;3;54;54;4;7121,9;4453,3;2668,6;355,1;1671,3;1620,3
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 22;Нет;5;1;4;66;64;2;4200,9;2588,9;818,9;793,1;2919;540,5
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 24;Нет;5;1;4;80;80;0;4115,5;3169,6;0;945,9;3097,4;738,6
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 24/1;Нет;5;1;5;75;75;0;4587,5;3487,6;0;1099,9;978,9;717,2
обл. Оренбургская, г. Оренбург, ул. Аксакова, д. 28;Нет;19;19;1;68;64;4;7245;4757,9;324,3;7245;6707,2;354,3
обл. Оренбургская, г. Оренбург, пер. Алексеевский, д. 2;Нет;5;5;1;7;7;0;1910,7;1035,2;0;875,5;910;288,4
обл. Оренбургская, г. Оренбург, пер. Алексеевский, д. 5;Нет;6;6;2;19;19;0;4845;3093,3;599,2;1152,5;1409;678
обл. Оренбургская, г. Оренбург, пер. Алексеевский, д. 12, стр. литер А;Нет;2;1;2;14;14;0;548,7;548,7;0;0;837;0
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 2;Нет;5;5;4;56;56;0;3629,9;2677,3;680,6;272;3601;925,1
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 2/1;Нет;9;1;4;411;411;4;18870,39;10595,49;1963,8;6311,1;11882;1400,2
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 2/2;Нет;9;9;7;251;250;1;16348,1;14056,7;105,4;2186;13648;2211,7
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 4;Нет;5;5;4;57;56;1;3733,83;2693,03;690;350,8;2409;922
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 6;Нет;5;5;4;59;56;3;3446,63;2698,2;506,4;242,03;2484,7;902,2
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 8;Нет;5;5;4;59;56;3;3546,1;2725,2;471,5;349,4;3142;911,5
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 10;Нет;5;5;4;56;56;0;3776,94;2715,04;691,4;370,5;3064,8;918,5
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 12;Нет;5;5;6;98;97;1;4925,9;4408,7;117,3;399,9;3883;1238
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 12 А;Нет;9;9;6;227;227;0;14225,9;12241,9;568,5;1415,5;8066;2078,3
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 12Б;Нет;6;1;2;33;33;1;2862,1;1975,3;570;3265,7;504,4;505,7
обл. Оренбургская, г. Оренбург, ул. Алтайская, д. 14;Нет;5;1;6;100;100;0;5917,5;4511,7;0;1405,8;3463,8;975,4
обл. Оренбургская, г. Оренбург, ул. Амурская, д. 2;Нет;5;5;5;75;75;0;4541,8;3409,7;0;1132,1;1865;900,7
обл. Оренбургская, г. Оренбург, ул. Амурская, д. 2, к. 1;Нет;10;10;2;80;79;1;5729,3;4065,5;32,4;1631,4;1264;462,4
обл. Оренбургская, г. Оренбург, ул. Амурская, д. 4;Нет;5;5;1;68;68;0;3719,8;2438,9;0;1280,9;1638;790,6
обл. Оренбургская, г. Оренбург, ул. Амурская, д. 4, к. 1;Нет;5;5;4;61;60;1;4195,6;2906,7;76;1212,9;1851;878,9
обл. Оренбургская, г. Оренбург, ул. Амурская, д. 6, к. 2;Нет;9;9;3;108;108;0;8355,9;5634,4;0;2721,5;1829;930,8
обл. Оренбургская, г. Оренбург, ул. Амурская, д. 8;Нет;10;10;4;160;160;0;12156,8;8386,7;0;3770,1;10171;1365,6
обл. Оренбургская, г. Оренбург, пер. Ардатовский, д. 1а, стр. литер А;Нет;2;1;1;2;2;0;68,8;63,4;0;0;729;0
обл. Оренбургская, г. Оренбург, пер. Ардатовский, д. 17;Нет;2;1;3;15;15;0;826,2;754,6;0;38;2540;0
обл. Оренбургская, г. Оренбург, пер. Ардатовский, д. 28;Нет;2;2;2;4;4;0;177,9;177,9;0;0;475;0
обл. Оренбургская, г. Оренбург, пер. Ардатовский, д. 30, стр. литер Б;Нет;2;1;1;5;5;0;222,3;193,9;0;28,4;745;28,4
обл. Оренбургская, г. Оренбург, ул. Астраханская, д. 4б;Нет;1;1;2;2;2;0;100;100;0;0;18503;0
обл. Оренбургская, г. Оренбург, ул. Байкальская, д. 2;Нет;2;2;1;8;8;0;281,5;281,5;0;25,8;564;0
обл. Оренбургская, г. Оренбург, ул. Байкальская, д. 4;Нет;2;2;2;16;16;0;562,6;562,6;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Байкальская, д. 6;Нет;3;3;2;23;23;0;935;935;0;74,8;934,9;357,2
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 15;Нет;15;13;8;578;572;6;42339,5;29541;0;7785,1;30002;3195,7
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 15/1;Нет;16;1;2;175;175;4;11165,4;7391,3;365,7;2053,44;;
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 15 дробь 1;Нет;17;17;2;179;175;4;11165,4;7391,3;369,6;3730,4;;675,1
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 21;Нет;9;9;2;72;72;0;6290,29;4351,99;0;1938,3;1480;657,6
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 23;Нет;10;10;6;240;237;3;19263,06;13312,26;211,1;5739,7;3652;1877,5
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 31;Нет;5;5;1;56;56;0;2846,6;1281,9;10,8;1553,9;1255;482,7
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 35;Нет;5;5;1;10;10;0;2240,1;2240,1;0;2240,1;3887;602,7
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 37;Нет;5;1;1;60;59;1;2851,6;1337,9;0;1513,7;1245;480,5
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 39, к. 1;Нет;9;9;4;144;144;0;15463,9;10130,4;0;5333,5;5197;1796,3
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 41;Нет;5;1;6;91;89;2;5681,9;4318;62,6;1301,3;2205;885,6
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 43;Нет;5;5;6;100;98;2;5828,7;4515,3;95,9;1217,5;2426;948,9
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 45;Нет;5;5;6;91;90;1;5578,1;4398;34,2;1145,9;2934;895,4
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 47;Нет;5;5;6;100;100;0;6203,7;4590,7;0;1613;2549;1210,5
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 49;Нет;5;5;4;61;56;5;4600,4;2659,2;782,5;1158,7;1999;904,7
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 51а;Нет;5;5;4;70;70;0;4487,6;3411,4;0;1076,2;1913;890
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 53;Нет;5;5;6;100;100;0;6163,5;4574,3;0;1589,2;2540;1182,2
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 55;Нет;5;5;4;58;56;2;4561,1;2721,3;739,5;1100,3;1905;922,8
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 57;Нет;5;5;6;100;100;0;6115,3;4498,8;0;1616,5;2514;1210,5
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 57, к. 2;Нет;5;5;1;70;70;0;4362,8;2350,4;0;2012,4;1567;789,5
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 59;Нет;5;5;6;100;100;0;6205;4602,8;0;1602,2;2547;1204,7
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 59, к. 1;Нет;5;5;5;75;75;0;4724,2;3446,9;0;1277,3;1888;927,6
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 61;Нет;5;1;6;98;95;3;5982,5;4406,3;221;1355,2;2600;956,2
обл. Оренбургская, г. Оренбург, ул. Беляевская, д. 63;Нет;5;5;6;95;93;2;5991,1;4328,5;296,1;1366,5;2408;990
обл. Оренбургская, г. Оренбург, ул. Березка, д. 2;Нет;5;5;4;80;80;0;4672,5;3544,2;0;1128,3;2116;888,4
обл. Оренбургская, г. Оренбург, ул. Березка, д. 2, к. 1;Нет;16;16;1;111;111;0;7603,1;5357,8;0;2245,3;5552;519,9
обл. Оренбургская, г. Оренбург, ул. Березка, д. 2, к. 2;Нет;16;16;1;111;111;0;7448,5;5356,9;0;2091,6;5570;387,6
