address;is_alarm;floor_count_max;floor_count_min;entrance_count;quarters_count;living_quarters_count;unliving_quarters_count;area_total;area_residential;area_non_residential;area_common_property;area_land;basement_area
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 2;Нет;5;5;3;57;56;1;2944,1;2378,2;176,1;0;0;389,7
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 2/1;Нет;2;1;1;25;25;0;785,7;549,5;0;236,2;;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 2а;Нет;2;1;1;8;8;0;289,1;263,4;0;25,7;6893;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 2б;Нет;2;1;1;8;8;0;299,4;271,7;0;27,7;6893;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 2в;Нет;2;1;2;16;16;0;833,6;590,6;0;243;6893;155,8
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 4;Нет;5;5;2;40;40;0;1815,4;1815,4;0;142,8;0;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 8а;Да;2;1;1;10;10;0;550,7;458;0;92,7;550,7;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 10;Нет;4;4;2;32;32;0;1301,3;1257,8;0;0;0;43,5
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 12;Нет;4;4;2;32;32;0;1592,4;1264,5;0;0;0;334,6
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 14;Нет;4;4;2;32;32;0;1603,3;1272;0;0;0;331,2
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 20;Нет;2;1;1;6;6;0;804;739,5;0;64,5;9174;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 22;Нет;2;1;1;8;8;0;460,8;367,4;0;93,4;9174;66,2
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 26;Нет;2;1;1;8;8;0;478,4;372,2;0;106,2;14379;48,8
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 28;Нет;2;1;1;10;10;0;524,8;461,5;0;63,3;14379;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 30;Нет;2;1;1;10;10;0;523,4;453,2;0;70,2;14379;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 32;Нет;3;3;3;20;20;0;2576,3;1392,9;608,4;0;0;587,2
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 34;Нет;3;3;4;24;24;0;1235,9;1235,9;0;0;0;0
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 79;Нет;9;1;6;219;215;4;11685,9;11632,5;53,4;1746,5;3488;1762
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 81;Нет;9;9;2;72;72;0;5619,6;3915;0;1704,6;1252;660,4
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 85;Нет;9;9;3;108;108;0;8248,08;5822,08;0;2426;1831;903
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 87;Нет;9;9;3;108;108;0;8095,17;5755,97;0;2339,2;1777;850,6
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 89;Нет;9;9;1;144;144;0;7522,8;4801;0;2721,8;1799;884,9
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 91;Нет;9;9;5;180;180;0;13836,5;9677;0;4159,5;2918;1437,4
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 93;Нет;9;9;2;72;72;0;5497,2;3885,8;0;1611,4;1257;576,3
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 95;Нет;9;9;5;249;244;5;20861,42;13287,62;996,1;6577,7;4138;2395,5
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 95, лит. А;Нет;9;9;5;249;244;5;21020,9;12826;8194,9;1786,7;4138;
обл. Оренбургская, г. Оренбург, ул. Ткачева, д. 95, к. А;Нет;9;0;5;244;;;14170;12824;1346;;4138;2096
обл. Оренбургская, г. Оренбург, ул. Тобольская, д. 59;Нет;5;5;4;57;56;1;3478,25;2666,4;811,9;1297,5;0;1008,5
обл. Оренбургская, г. Оренбург, ул. Тобольская, д. 59, к. .;Нет;5;5;4;57;56;1;4775,75;2666,35;811,9;1297,5;2002;1008,5
обл. Оренбургская, г. Оренбург, ул. Тобольская, д. 65;Нет;3;3;1;24;24;0;1159,6;1023;0;136,6;1152,3;0
обл. Оренбургская, г. Оренбург, ул. Тобольская, д. 67;Нет;3;1;1;24;24;0;1215;1081,5;0;133,5;1215;0
обл. Оренбургская, г. Оренбург, ул. Тобольская, д. 69;Нет;3;3;1;24;24;0;1152,3;1018,5;0;133,8;1159,6;0
обл. Оренбургская, г. Оренбург, пер. Токарный, д. 15;Нет;3;1;1;25;25;0;1212;736,2;0;475,8;1003;300,3
обл. Оренбургская, г. Оренбург, пер. Токарный, д. 32;Нет;2;2;3;3;3;0;87,9;87,9;0;;748;0
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 233;Нет;3;3;3;36;36;0;1511,7;1436,4;0;75,3;1489;0
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 235;Нет;3;1;3;33;31;2;1522,5;1231,5;206,9;84,1;1489;0
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 236;Нет;9;9;1;54;53;1;2788;2358;60;370;3417,4;281
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 238;Нет;9;9;1;51;49;2;3176,3;2109,9;460,1;606,3;970;288,3
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 239;Нет;3;1;2;24;24;0;1054,9;974,1;0;80,9;985;0
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 240;Нет;5;1;1;185;185;0;4015,9;3001,7;0;1014,2;;783,9
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 242, к. А;Нет;9;9;1;52;50;2;3128;2154,7;410,9;562,4;1769;265,7
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 244;Нет;5;5;6;90;90;0;5788;4893;0;1307;5222;894,9
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 246;Нет;5;5;4;60;60;0;3465,1;2706,8;0;758,3;3566,6;569
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 248;Нет;5;5;6;90;90;0;5454;4363;0;1092;6323;881
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 249;Нет;19;19;4;419;367;52;28975,6;17649,8;2548,8;3086,2;5184;
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 250;Нет;5;5;4;67;64;3;3332;2543;646;143;2705;0
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 251;Нет;4;4;3;39;36;3;2164,1;1488,9;530,9;587;3330,2;477
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 253;Нет;5;5;4;79;78;1;3327;3096;71;160;3908,9;0
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 253, к. а;Нет;5;5;4;80;80;0;3407,5;3161,5;0;968;2276;722
обл. Оренбургская, г. Оренбург, ул. Томилинская, д. 255;Нет;5;5;4;80;80;0;3250;3123;0;127;3776;0
обл. Оренбургская, г. Оренбург, ул. Тракторная, д. 33;Нет;9;1;3;106;104;2;7949,1;5696,6;158,2;2094,3;6029;696
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 1/1;Нет;19;19;10;741;720;21;47098,4;35639,2;2433,9;14451,2;26264;2726,1
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 7;Нет;10;1;6;236;233;3;17881,8;12540,6;194,2;4865,7;1798,2;1172
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 7А;Нет;10;1;4;160;158;2;14360,1;8968,4;418,5;3626,5;6894;839,2
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 12/1;Нет;9;9;3;106;106;0;5847;5846,8;0;2295,8;7751;1933
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 16;Нет;19;1;3;220;219;1;17502,8;12965,3;79,9;5064,9;1100;937,4
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 16/1;Нет;19;1;3;373;373;0;21380,6;13974,3;0;5448,8;;1049,3
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 16/2;Нет;19;1;3;373;373;0;19938,6;13901,8;0;5457,6;1520;1060
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 16/3;Нет;19;1;4;371;370;1;24921,3;17835,9;46,4;7168,3;2000;1294,6
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 16/4;Нет;19;1;4;404;400;4;25439,8;18547,5;193,2;7483,5;1920,24;1350,9
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 16А;Нет;19;1;3;373;373;0;19968,5;13893,1;0;3970,9;1500;1060,7
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 16Б;Нет;19;1;2;239;239;0;14748;8297,8;0;3590,6;;711,4
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 18;Нет;17;17;3;303;303;0;19125;14034,4;0;5090,6;1505,6;989,6
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 18/2;Нет;17;17;4;308;304;4;24008,6;17376,6;522,8;6109,2;2074,3;1239,6
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 18/3;Нет;10;10;4;214;214;0;15284,8;10395,8;0;4889;241323;1217,2
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 18/4;Нет;17;13;4;304;304;0;21447,7;15547,1;0;5900,6;241323;1214,8
обл. Оренбургская, г. Оренбург, ул. Транспортная, д. 18/5;Нет;17;17;2;134;134;0;12242,9;9154,2;0;3088,7;978,4;630,6
обл. Оренбургская, г. Оренбург, пер. Трофимовский, д. 3 литер А;Да;;;;0;;;184,6;96,2;;;;
обл. Оренбургская, г. Оренбург, пер. Трофимовский, д. 3, стр. литер А;Нет;1;1;1;2;2;0;184,8;96,8;0;88;534;88
обл. Оренбургская, г. Оренбург, пер. Трофимовский, д. 3 литер Б;Да;;;;0;;;89,7;49,4;;;;
обл. Оренбургская, г. Оренбург, пер. Трофимовский, д. 3, стр. литер Б;Нет;1;1;1;2;2;0;46,8;46,8;0;0;534;0
обл. Оренбургская, г. Оренбург, пер. Трофимовский, д. 8;Нет;1;1;1;8;8;0;266,6;232,6;0;34;967;0
обл. Оренбургская, г. Оренбург, пер. Трофимовский, д. 9, стр. литер АА1;Нет;1;1;1;9;9;0;307,6;288,7;0;0;1704;0
обл. Оренбургская, г. Оренбург, пер. Трофимовский, д. 9, стр. литер Б;Нет;1;;;2;;;91,6;91,6;;;;0
обл. Оренбургская, г. Оренбург, ул. Трудовая, д. 3;Нет;1;1;4;4;4;0;98,8;98,8;0;0;1723;0
обл. Оренбургская, г. Оренбург, ул. Трудовая, д. 5;Нет;1;1;4;4;4;0;154,4;154,4;0;0;1611;0
обл. Оренбургская, г. Оренбург, ул. Трудовая, д. 13;Нет;1;;4;4;;;146,4;146,4;0;;1347,9;0
обл. Оренбургская, г. Оренбург, ул. Трудовая, д. 15;Нет;1;1;4;4;4;0;159,4;159,4;0;0;1566;0
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 11;Нет;1;1;1;5;5;0;108,4;108,4;0;0;303;0
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 24;Нет;2;1;1;7;7;0;259;259;0;0;1289;0
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 30;Нет;2;1;1;8;8;0;369;304;0;65;538;65
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 55а;Нет;3;1;2;24;24;0;945,1;871,3;0;73,8;1110;25,8
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 57 б;Нет;2;1;4;16;16;0;690,7;553,8;0;136,9;2704;459
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 62;Нет;1;1;1;2;2;0;55,7;55,7;0;0;490;0
обл. Оренбургская, г. Оренбург, пер. Тупой, д. 66;Нет;5;1;2;163;163;0;3529,7;2475,9;0;1053,8;7004;786,6
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 9;Нет;5;1;3;45;44;1;4512,7;2387,9;537,1;1583,2;2533;702,5
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 15;Нет;2;1;1;8;8;0;311,2;279,5;0;31,7;37223;0
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 17;Нет;5;1;2;40;40;0;2039,4;1564,4;0;475;2976,4;346,5
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 19;Нет;2;1;1;8;8;0;310,7;279,7;0;31;37223;0
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 23;Нет;2;1;2;12;12;0;1042;753;0;289;37223;170,4
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 27;Нет;2;1;2;12;12;0;1058,5;741;0;317,5;37223;189,8
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 29;Нет;5;1;4;55;55;0;3700,5;2757,4;0;943,1;1553;617
обл. Оренбургская, г. Оренбург, ул. Турбинная, д. 31;Нет;5;1;8;110;110;0;7286,4;5502,2;0;1784,2;2456,3;1089,9
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 2А;Нет;5;5;4;50;48;2;4574,6;1873,6;1460;1241;1620;1218,1
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 2Б;Нет;5;5;4;80;80;0;4661,6;3098;0;1563,6;4325;667,6
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 3;Нет;9;9;7;226;223;3;15543,1;11328;1497,5;2717,6;16800;1548,2
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 4А;Нет;5;5;3;60;57;3;3940,7;2427,1;202;1311,6;3064;588,5
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 4Б;Нет;5;5;2;40;40;0;2344,6;1583,7;0;760,9;682;346,2
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 4, к. б;Нет;5;;2;40;;;1928,6;1583,7;345;;1053;345
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 4В;Нет;5;5;4;80;80;0;4737,7;3149,3;0;1588,4;3705;680,3
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 7;Нет;5;5;6;85;83;2;5716,7;4324,4;102,4;1289,9;3011;870,6
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 8А;Нет;5;5;3;59;55;4;3518,3;2309;185,9;1023,4;1861,6;289
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 8Б;Нет;5;5;2;40;39;1;1672,2;1558,1;41,4;72,7;1216,2;0
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 8В;Нет;5;5;4;80;80;0;4763,2;3181,1;0;1582,1;3589,9;677,5
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 8Г;Нет;5;5;2;39;39;0;2350,95;1807,7;0;543,25;2244,4;391,3
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 9;Нет;5;5;6;88;87;1;6181,6;4217,6;180,2;1783,8;3674;1387,8
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 10А;Нет;5;5;4;69;64;5;4317,4;2515,9;745,3;1056,2;4301,7;424,2
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 10Б;Нет;5;5;4;80;80;0;4123,7;3191,5;0;932,2;643;687,1
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 11;Нет;5;5;6;90;89;1;5686,5;4328,7;61,3;1296,5;4471;900,5
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 12А;Нет;5;5;4;80;80;0;4062,6;3154,3;0;908,3;1706,6;2139
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 12Б;Нет;5;5;4;65;64;1;4304,04;2534,8;652,3;1116,94;2999;0
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 13;Нет;5;5;8;119;119;0;7445,4;5695;0;1750,4;5817;1170,9
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 13А;Нет;5;5;6;81;80;1;6027;3649,8;938,7;1438,5;4333;1031,2
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 15А;Нет;5;5;8;119;119;0;7512,6;5745,9;0;1766,7;5119;1151,7
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 17;Нет;5;5;6;87;84;3;6051,8;4061,4;835,3;1154,1;6690;905,3
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 19;Нет;5;5;6;90;86;4;6253,4;4209,4;222;1822;3352;892,6
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 21;Нет;5;5;6;90;89;1;5674,7;4322,5;58,7;1293,5;5085;882,5
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 23;Нет;9;1;1;140;136;4;5220,1;1838,1;1747,9;1634,1;1762;315,8
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 25/1;Нет;9;9;2;71;71;0;5036,4;3607,3;0;1428,8;5066;427
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 27;Нет;9;9;5;183;178;5;12806,4;9500,2;215,1;3091,1;6936;977,9
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 29;Нет;5;5;6;87;87;0;6294,9;4636,9;0;1658;1995;944,5
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 33;Нет;9;9;1;35;35;0;2608,3;1965,3;0;643;3552;240,3
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 35;Нет;5;5;6;90;90;0;5480,2;4106,5;0;1373,7;3251;925
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 37;Нет;5;5;6;90;89;1;5471,6;4092,5;50,5;1328,6;6941;878
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 37/1;Нет;9;9;2;73;72;1;5021,5;3574,6;4,2;1442,7;3328;419,8
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 39;Нет;5;5;6;90;90;0;6161,8;4612,6;0;1549,2;5493;974
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 39/1;Нет;5;5;6;71;70;1;5601,5;4164,2;5;1432,3;4470;929,4
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 39, к. 3;Нет;5;5;1;17;15;2;1621,4;919,8;370,6;331;910;86,7
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 41;Нет;9;9;7;247;243;4;17929,6;13325,3;721,9;3882,4;12075;1960
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 45;Нет;9;9;8;297;294;3;21421,8;16854,9;241,5;4325,4;7053;2178,4
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 47;Нет;5;5;4;59;58;1;3525,8;2625,6;84;816,2;3636;538,9
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 49;Нет;5;5;4;60;60;0;3616,8;2750,8;0;866;3128;590,8
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 53;Нет;10;10;5;200;200;0;16399,7;11823,7;0;3141,4;7624;1434,6
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 55;Нет;5;5;3;49;49;0;4441,9;3294,6;0;1147,3;4230;508
обл. Оренбургская, г. Оренбург, ул. Туркестанская, д. 57;Нет;10;10;3;120;120;0;8656;7299,7;0;1356,3;5490;605
обл. Оренбургская, г. Оренбург, д. ул. Салмышская, 67/1;Нет;14;14;4;249;245;4;23686,4;17210;528,6;17738,6;13306;1415,4
обл. Оренбургская, г. Оренбург, ул. Уральская, д. 2/8;Нет;17;17;3;280;276;4;17996,6;12700,7;525,6;4770,3;11477;940,5
обл. Оренбургская, г. Оренбург, ул. Уральская, д. 2/9;Нет;13;13;1;54;50;4;4159,6;2567,5;198,8;1516,5;19757;320,9
обл. Оренбургская, г. Оренбург, ул. Уральская, д. 2/11;Нет;17;13;3;182;176;6;16917,5;11921,4;727,2;4820,4;10202;1112,4
обл. Оренбургская, г. Оренбург, ул. Уральская, д. 12;Нет;4;1;1;26;25;1;1789,2;1290,3;378,2;136,7;238;0
обл. Оренбургская, г. Оренбург, ул. Уфимская, д. 66;Нет;1;1;2;6;6;0;282,2;260,3;0;21,9;1209;0
обл. Оренбургская, г. Оренбург, ул. Уфимская, д. 68;Нет;1;1;2;8;8;0;291,9;259,4;0;32,5;992;0
обл. Оренбургская, г. Оренбург, ул. Уфимская, д. 70;Нет;1;1;2;10;10;0;299,4;255,9;0;43,5;664;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 5, стр. литер АА1А2;Нет;1;1;;4;4;0;250,8;191,6;0;59,2;1133;59,2
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 5, стр. литер ББ1;Нет;1;1;3;3;3;0;161,1;123,4;0;37,7;1201;37,7
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 15, стр. литер Б;Нет;2;1;1;13;13;0;520,8;391,1;0;129,7;2380;129,7
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 16, стр. литер АА1;Нет;1;1;1;2;2;0;120,5;94,2;0;26,3;509;26,3
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 17, стр. литер АА1;Нет;1;1;1;6;6;0;195,3;195,3;0;0;812;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 18, стр. литер А1А2А4;Нет;1;;;2;;;125,1;125,1;0;;1256;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 18, стр. литер АА3;Нет;1;1;;4;4;0;432,7;182,2;0;241,5;1256;241,5
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 24, стр. литер АБ;Нет;2;1;2;17;16;1;899,2;593,8;57,9;247,5;1026;247,5
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 25, стр. литер А1А3;Нет;1;1;1;9;9;0;366,4;366,4;0;0;1314;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 25, стр. литер АА2;Нет;1;1;;4;4;0;188,5;123;0;65,5;1314;65,5
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 28, стр. литер АА1А2А3;Нет;2;1;5;5;5;0;538,7;422,8;0;167,9;1746;167,9
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 28, стр. литер Б;Нет;1;1;1;2;2;0;141,3;109,2;0;32,1;1746;32,1
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 28, стр. литер В;Нет;2;1;1;4;4;0;311,7;192,6;0;119,1;1746;119,1
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 28, стр. литер ГГ1;Нет;2;1;1;3;3;0;196,6;148,5;0;48,1;1746;48,1
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 30, стр. литер А;Нет;2;1;3;14;14;0;509,5;448,2;0;61,3;818;61,3
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 31;Да;1;1;5;5;5;0;179,4;179,4;0;0;591;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 32, стр. литер АА1Б;Нет;1;1;6;6;6;0;218,9;218,9;0;0;1017;0
обл. Оренбургская, г. Оренбург, пер. Фабричный, д. 32, стр. литер Б1Б2Б3;Нет;1;1;2;2;2;0;86,9;79,8;0;7,1;1017;7,1
обл. Оренбургская, г. Оренбург, ул. Фронтовиков, д. 6;Нет;19;19;6;512;509;3;41807,5;23975,3;114,9;5999,99;;1789,6
обл. Оренбургская, г. Оренбург, ул. Фронтовиков, д. 6/1;Нет;19;16;6;495;487;8;33457,9;22991,1;917,3;9360;14881,64;1786,2
обл. Оренбургская, г. Оренбург, ул. Фрунзе, д. 2А;Нет;2;2;3;21;21;0;548,4;503,5;0;44,9;1059;0
обл. Оренбургская, г. Оренбург, ул. Фрунзе, д. 4А;Нет;2;2;2;8;8;0;504,4;472,8;0;31,6;1018;0
обл. Оренбургская, г. Оренбург, ул. Фурманова, д. 24;Нет;5;5;2;114;114;0;3610;3215,4;0;394,6;1980,2;960
обл. Оренбургская, г. Оренбург, ул. Хакимова, д. 101;Нет;5;5;4;70;70;0;2623,4;1641,3;0;298,8;1526;758,9
обл. Оренбургская, г. Оренбург, ул. Хакимова, д. 110;Нет;5;5;4;1;78;3;3456;3141,3;72,7;846,5;3121,2;604,5
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 2;Нет;2;1;1;12;12;0;1360,41;822,6;0;537,8;694;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 2, стр. А;Нет;2;2;2;12;12;0;1360,41;822,6;0;537,81;694;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 4;Нет;2;1;2;12;12;0;1413,2;867,2;0;546;0;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 4, стр. А1;Нет;2;2;2;12;12;0;1248,9;707,3;0;545,97;0;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 4, стр. особ.6(А7);Нет;1;;1;2;;;93,1;93,1;0;;;0
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 8;Нет;2;2;2;80;80;0;6298,1;4842,5;0;1455,6;1757;538,8
обл. Оренбургская, г. Оренбург, ул. Харьковская, д. 38;Нет;1;;;4;;;135,2;135,2;0;;1120;0
обл. Оренбургская, г. Оренбург, ул. Химическая, д. 3;Нет;2;1;2;12;12;0;810,8;711;0;99,8;10311;0
обл. Оренбургская, г. Оренбург, ул. Химическая, д. 6;Нет;5;1;4;57;56;1;4549,8;2657;799;1093,8;4468;810,8
обл. Оренбургская, г. Оренбург, ул. Химическая, д. 6/1;Нет;5;1;4;60;60;1;3747,5;2684,6;309,5;753,4;3242;477,2
обл. Оренбургская, г. Оренбург, ул. Химическая, д. 8;Нет;5;1;4;57;56;1;4515;2690,8;778,6;1045,6;1108,3;730,7
обл. Оренбургская, г. Оренбург, ул. Химическая, д. 8/1;Нет;5;1;6;90;90;0;5698,5;4394,2;0;1304,3;5113,6;887,3
обл. Оренбургская, г. Оренбург, пер. Хлебный, д. 2, стр. литер Б;Нет;2;;;1;;;84,7;84,7;0;;823;0
обл. Оренбургская, г. Оренбург, пер. Хозяйственный, д. 14;Да;1;1;1;3;3;0;155,8;155,8;0;0;508;0
обл. Оренбургская, г. Оренбург, ул. Цветной Бульвар, д. 32;Нет;5;5;6;51;50;1;4947,1;3477,1;96,9;1373,1;936;1046,3
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 15;Нет;1;;2;2;;;116,4;116,4;0;;989;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 16, стр. литер ДД1;Нет;1;1;2;2;2;0;124,4;81,4;0;43;1488;43
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 17, стр. литер А;Нет;1;1;3;3;3;0;159,1;124,4;0;34,7;945;34,7
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 17, стр. литер В;Нет;1;;2;2;;;77,1;77,1;0;;945;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 21;Нет;1;1;3;5;5;0;223,1;157,8;0;53,6;553;53,6
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 28 литер Б;Да;;;;0;;;109,4;109,4;;;;
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 28, стр. литер Б;Нет;1;1;4;4;4;0;109,4;109,4;0;0;1442;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 28 литер ДД1;Да;;;;0;;;106,3;106,3;;;;
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 28, стр. литер ДД1;Нет;1;1;3;3;3;0;106,3;106,3;0;0;1442;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 30;Нет;1;1;3;3;3;0;195,1;92,6;92,1;0;797;0
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 32, стр. литер АГ;Нет;1;1;3;4;3;1;259;78,3;86,7;94;1233;94
обл. Оренбургская, г. Оренбург, ул. Цвиллинга, д. 32, стр. литер Б;Нет;1;1;3;3;3;0;103,6;103,6;0;0;1233;0
